,dateSold,propertyType,lotAreaValue,address,daysOnZillow,price,listingDateTime,longitude,latitude,contingentListingType,listingStatus,zpid,imgSrc,livingArea,bathrooms,lotAreaUnit,country,currency,bedrooms,hasImage,listingSubType
24,,APARTMENT,,"3705 N Lockwood Ave #SL, Chicago, IL 60641",-1.0,1695.0,,-87.75921,41.948063,,FOR_RENT,2064155069,https://photos.zillowstatic.com/fp/46453b7854a9c6548eef471817f14f31-p_e.jpg,,1.0,,USA,USD,3.0,True,
25,,,,"523 W Fullerton Pkwy, Chicago, IL",,,,,,,,41.925407--87.64243,https://photos.zillowstatic.com/fp/4668730d37d32adc2ed8bb017caea354-p_e.jpg,,,,,,,True,
26,,,,"500 W Fullerton Ave, Chicago, IL",,,,,,,,41.925926--87.64181,https://photos.zillowstatic.com/fp/c201dae0637f4187f379787347a1e9f8-p_e.jpg,,,,,,,True,
27,,,,"451 W Melrose St, Chicago, IL",,,,,,,,41.940838--87.64154,https://photos.zillowstatic.com/fp/f783a33c061ecdbce4ca8c765656646b-p_e.jpg,,,,,,,True,
28,,,,"444 W St James Pl, Chicago, IL",,,,,,,,41.928345--87.64082,https://photos.zillowstatic.com/fp/a6c03349c66b8ff9215ec4236e4781c6-p_e.jpg,,,,,,,True,
29,,,,"607 W Deming Pl, Chicago, IL",,,,,,,,41.927437--87.64445,https://photos.zillowstatic.com/fp/d20f5789fab64653bc4b9ebdee0e3cdf-p_e.jpg,,,,,,,True,
30,,,,"1838-40 N Orleans St, Chicago, IL",,,,,,,,41.914753--87.63748,https://photos.zillowstatic.com/fp/841f314d6d746abb8ff872e3b8f185d9-p_e.jpg,,,,,,,True,
31,,APARTMENT,,"880 N Milwaukee Ave UNIT 4N, Chicago, IL 60642",-1.0,4900.0,,-87.65825,41.89771,,FOR_RENT,2080571412,https://photos.zillowstatic.com/fp/a422c0f1c7d17cd2fdf7a9d5c86a9007-p_e.jpg,1845.0,2.0,,USA,USD,3.0,True,
32,,APARTMENT,,"7644 N Greenview Ave #3E, Chicago, IL 60626",-1.0,1250.0,,-87.6686,42.02074,,FOR_RENT,2064155658,https://photos.zillowstatic.com/fp/7fff4c217242cad20e0228fdb45dea20-p_e.jpg,,1.0,,USA,USD,1.0,True,
33,,APARTMENT,,"2246 N. Racine Ave., 2246 N Racine Ave #G, Chicago, IL 60614",-1.0,1650.0,,-87.65866,41.923027,,FOR_RENT,2079575491,https://photos.zillowstatic.com/fp/7cfe9cff5459aeecde5336c8ba5d74bd-p_e.jpg,,1.0,,USA,USD,2.0,True,
34,,APARTMENT,,"543 W. Fullerton Ave., 543 W Fullerton Pkwy APT 1R, Chicago, IL 60614",-1.0,2595.0,,-87.643196,41.925343,,FOR_RENT,2073592108,https://photos.zillowstatic.com/fp/be7244e5742adf551021c69e3183cdd0-p_e.jpg,,1.0,,USA,USD,2.0,True,
35,,APARTMENT,,"1820 W. Byron St., 1820 W Byron St #1822-3D, Chicago, IL 60613",-1.0,1950.0,,-87.67512,41.952633,,FOR_RENT,2064155773,https://photos.zillowstatic.com/fp/abfd402cf0cbe5dab45cd03835d18f40-p_e.jpg,,1.0,,USA,USD,2.0,True,
36,,,,"510 W Addison St, Chicago, IL",,,,,,,,41.94848--87.64448,https://photos.zillowstatic.com/fp/68f93111c4704d38d5309c749059352f-p_e.jpg,,,,,,,True,
37,,,,"437 W Belmont Ave, Chicago, IL",,,,,,,,41.939987--87.64111,https://photos.zillowstatic.com/fp/b66317fd689f158a0da9e9747792fcc5-p_e.jpg,,,,,,,True,
38,,APARTMENT,,"2901-11 N. Seminary Ave. / 1056-58 W. George St., 2901 N Seminary Ave #2909-307, Chicago, IL 60657",-1.0,1195.0,,-87.65623,41.934544,,FOR_RENT,2072422368,https://photos.zillowstatic.com/fp/6d95a63be28646670995fe1534288f0d-p_e.jpg,535.0,1.0,,USA,USD,1.0,True,
39,,,,"2918 W North Ave, Chicago, IL",,,,,,,,41.91035--87.69992,https://photos.zillowstatic.com/fp/da3b8551c7a89c65ea4c8c3fbee3852e-p_e.jpg,,,,,,,True,
