,dateSold,propertyType,lotAreaValue,address,daysOnZillow,price,listingDateTime,longitude,latitude,contingentListingType,listingStatus,zpid,imgSrc,livingArea,bathrooms,lotAreaUnit,country,currency,bedrooms,hasImage,listingSubType
10,,APARTMENT,,"9000 S Bishop St, 9000 S Bishop St #9002-1, Chicago, IL 60620",-1.0,1035.0,,-87.6596,41.73022,,FOR_RENT,2078762859,https://photos.zillowstatic.com/fp/21c54b216abe31b0e449849c721cf8e2-p_e.jpg,650.0,1.0,,USA,USD,1.0,True,
11,,APARTMENT,,"7800 S Michigan Ave, 7800 S Michigan Ave #65-2, Chicago, IL 60619",-1.0,970.0,,-87.621895,41.75264,,FOR_RENT,2074098780,https://photos.zillowstatic.com/fp/32205e5ab6c3ca010c0b09635c32c2f7-p_e.jpg,500.0,1.0,,USA,USD,1.0,True,
12,,APARTMENT,,"1735 W 79th St, 1735 W 79th St #7908-3, Chicago, IL 60620",-1.0,1105.0,,-87.6673,41.750046,,FOR_RENT,2068731951,https://photos.zillowstatic.com/fp/f2b905dc79ee916f3e1d91564bb11b7d-p_e.jpg,750.0,1.0,,USA,USD,2.0,True,
13,,APARTMENT,,"1922-24 N. Damen Ave., 1922 N Damen Ave #24, Chicago, IL 60647",-1.0,3400.0,,-87.6779,41.916607,,FOR_RENT,2071759217,https://photos.zillowstatic.com/fp/eec4070e52f348c4c8be89a869cc7da0-p_e.jpg,,3.0,,USA,USD,4.0,True,
14,,APARTMENT,,"3340-42 N. Marshfield Ave., 3340 N Marshfield Ave #3342-1N, Chicago, IL 60657",-1.0,3400.0,,-87.67011,41.942757,,FOR_RENT,2073592644,https://photos.zillowstatic.com/fp/d813b03cdc702631ca9cbd6601774db1-p_e.jpg,1600.0,3.0,,USA,USD,4.0,True,
15,,APARTMENT,,"7755 S Sangamon St, 7755 S Sangamon St UNIT 7757-3, Chicago, IL 60620",-1.0,1115.0,,-87.647385,41.752605,,FOR_RENT,2064204682,https://photos.zillowstatic.com/fp/3fd94d10334583a7d75ecb56eb6b91ce-p_e.jpg,825.0,1.0,,USA,USD,2.0,True,
16,,APARTMENT,,"1250 W. Grace St., 1250 W Grace St, Chicago, IL 60613",-1.0,2395.0,,-87.66131,41.95127,,FOR_RENT,2071333906,https://photos.zillowstatic.com/fp/50b50382a01ee29377bc760cf3338b57-p_e.jpg,1237.0,1.0,,USA,USD,3.0,True,
17,,APARTMENT,,"11111 S Vernon, 11111 S Vernon Ave #440-2, Chicago, IL 60628",-1.0,990.0,,-87.61196,41.692497,,FOR_RENT,2080590797,https://photos.zillowstatic.com/fp/04d13731315a743def244f48fa34d34a-p_e.jpg,500.0,1.0,,USA,USD,1.0,True,
18,,APARTMENT,,"5430-32 S. University Ave., 5430-32 S University Ave #5430-G, Chicago, IL 60615",-1.0,3600.0,,-87.598305,41.79702,,FOR_RENT,2064298627,https://photos.zillowstatic.com/fp/3e21a53e043b151fce5a58c90f79f000-p_e.jpg,,3.0,,USA,USD,4.0,True,
19,,APARTMENT,,"6656-60 N Damen, 6656 N Damen Ave #1, Chicago, IL 60645",-1.0,1200.0,,-87.68065,42.003193,,FOR_RENT,2069882439,https://photos.zillowstatic.com/fp/38b518e53c540a25b632b58cbd912649-p_e.jpg,,1.0,,USA,USD,1.0,True,
20,,APARTMENT,,"8951 S Ada St, 8951 S Ada St #8953-1, Chicago, IL 60620",-1.0,1075.0,,-87.65638,41.73072,,FOR_RENT,2064190124,https://photos.zillowstatic.com/fp/2b7fa8041f255a362ed39e261bf134ee-p_e.jpg,700.0,1.0,,USA,USD,1.0,True,
21,,APARTMENT,,"109 N Laramie Ave, 109 N Laramie Ave #5157-3, Chicago, IL 60644",-1.0,1240.0,,-87.75481,41.882763,,FOR_RENT,2064146506,https://photos.zillowstatic.com/fp/6e156079e250f0ef3d04ed721dcd0b3c-p_e.jpg,815.0,1.0,,USA,USD,2.0,True,
22,,APARTMENT,,"2023 N. Sheffield Ave., 2023 N Sheffield Ave, Chicago, IL 60614",-1.0,2650.0,,-87.65307,41.918797,,FOR_RENT,2079076859,https://photos.zillowstatic.com/fp/5ac59d8eae61f460226b05348cbc0a50-p_e.jpg,851.0,1.0,,USA,USD,3.0,True,
23,,APARTMENT,,"2834 N. Southport Ave., 2834 N Southport Ave APT 3, Chicago, IL 60657",-1.0,4400.0,,-87.66387,41.933495,,FOR_RENT,2092502607,https://photos.zillowstatic.com/fp/087599d89d980edf2d141bebd519bfa6-p_e.jpg,2000.0,2.5,,USA,USD,4.0,True,
24,,APARTMENT,,"4641 N Dover St #2, Chicago, IL 60640",-1.0,3200.0,,-87.66524,41.96656,,FOR_RENT,2064137328,https://photos.zillowstatic.com/fp/152e232a678877845f9436a18a300df0-p_e.jpg,2000.0,2.0,,USA,USD,4.0,True,
25,,APARTMENT,0.42438016528926,"200 N Dearborn St UNIT 3601, Chicago, IL 60601",-1.0,1650.0,,-87.629814,41.886032,,FOR_RENT,101381297,https://photos.zillowstatic.com/fp/dc82bd987d3195b864596adb1116548a-p_e.jpg,700.0,1.0,acres,USA,USD,1.0,True,
26,,APARTMENT,,"3915-21 N. Janssen, 3915-21 N Janssen Ave #3919-1E, Chicago, IL 60613",-1.0,2100.0,,-87.66535,41.953144,,FOR_RENT,2064318811,https://photos.zillowstatic.com/fp/bb97c11a75985df9b0ea4d32ab0a2447-p_e.jpg,750.0,1.0,,USA,USD,2.0,True,
27,,APARTMENT,,"6200 S Rockwell St, 6200 S Rockwell St #1, Chicago, IL 60629",-1.0,1295.0,,-87.68892,41.78083,,FOR_RENT,2106968369,https://photos.zillowstatic.com/fp/375346dde9b903bf38872ce227b1c385-p_e.jpg,901.0,1.0,,USA,USD,3.0,True,
28,,APARTMENT,,"1143 W. Waveland Ave., 1143 W Waveland Ave APT 1F, Chicago, IL 60613",-1.0,3200.0,,-87.65859,41.948757,,FOR_RENT,2115347760,https://photos.zillowstatic.com/fp/41caea7020864334c492364fcf6ccefa-p_e.jpg,2000.0,2.0,,USA,USD,4.0,True,
29,,,,"1348 W Roscoe St, Chicago, IL",,,,,,,,41.943436--87.6633,https://photos.zillowstatic.com/fp/0fa5e91c6aebd2e6aad51aa823e9478e-p_e.jpg,,,,,,,True,
30,,APARTMENT,,"Kenilworth Gardens Building, 1639 W Touhy Ave #7123-3S, Chicago, IL 60626",-1.0,1250.0,,-87.67186,42.01233,,FOR_RENT,2065474341,https://photos.zillowstatic.com/fp/79eca9ac9fde39c4a04ccbf3be291d98-p_e.jpg,900.0,1.0,,USA,USD,1.0,True,
31,,APARTMENT,,"Pangea Commons - 5046 S Champlain Ave, 5046 S Champlain Ave #618-2, Chicago, IL 60615",-1.0,2000.0,,-87.61014,41.802746,,FOR_RENT,2065667076,https://photos.zillowstatic.com/fp/35d43e547e616832de5dfeeaada0111f-p_e.jpg,1482.0,1.0,,USA,USD,3.0,True,
32,,APARTMENT,,"6022 S Indiana Ave, 6022 S Indiana Ave APT 305, Chicago, IL 60637",-1.0,1000.0,,-87.62108,41.784916,,FOR_RENT,2110783214,https://photos.zillowstatic.com/fp/1da52ebede9ac391cadb909f65f007c0-p_e.jpg,500.0,1.0,,USA,USD,1.0,True,
33,,APARTMENT,,"6901 S Merrill, 6901 S Merrill Ave #1N, Chicago, IL 60649",-1.0,1345.0,,-87.57219,41.769688,,FOR_RENT,2064325826,https://photos.zillowstatic.com/fp/fb61077fdb0644ce4b5ea7d73975c6ab-p_e.jpg,750.0,1.0,,USA,USD,2.0,True,
34,,APARTMENT,,"1704 W 77th St, 1704 W 77th St #7656-2, Chicago, IL 60620",-1.0,1085.0,,-87.666214,41.754097,,FOR_RENT,2080113496,https://photos.zillowstatic.com/fp/f80ed15eb6819d51d3ce8aa297e3b833-p_e.jpg,825.0,1.0,,USA,USD,1.0,True,
35,,APARTMENT,,"3552-54 N. Southport Ave., 3552-54 N Southport Ave #3552-2N, Chicago, IL 60657",-1.0,3295.0,,-87.66425,41.94677,,FOR_RENT,2072058303,https://photos.zillowstatic.com/fp/57331537f29ed438147e4f367f0dc071-p_e.jpg,1113.0,2.0,,USA,USD,3.0,True,
36,,APARTMENT,,"6829 S King Dr, 6829 S King Dr #68352, Chicago, IL 60637",-1.0,920.0,,-87.61518,41.770157,,FOR_RENT,2075178137,https://photos.zillowstatic.com/fp/50e034d5d8a3a0e74994b472245f8e4d-p_e.jpg,625.0,1.0,,USA,USD,1.0,True,
37,,APARTMENT,,"1244 N. Cleaver St., 1244 N Cleaver St APT 1E, Chicago, IL 60642",-1.0,1750.0,,-87.66415,41.90475,,FOR_RENT,2113158399,https://photos.zillowstatic.com/fp/eed731fc518a2559fa3eac49ae448054-p_e.jpg,600.0,1.0,,USA,USD,1.0,True,
38,,APARTMENT,,"1731 W Ainslie St #3, Chicago, IL 60640",-1.0,1350.0,,-87.672134,41.971664,,FOR_RENT,2064137747,https://photos.zillowstatic.com/fp/749e4f97021bc4883c5605b2a6c180e1-p_e.jpg,800.0,1.0,,USA,USD,1.0,True,
39,,APARTMENT,,"1543 W Walton St APT 2, Chicago, IL 60642",-1.0,2900.0,,-87.66653,41.89856,,FOR_RENT,2099409177,https://photos.zillowstatic.com/fp/db67a59c49c36af95920d7444ec3ac8b-p_e.jpg,1200.0,2.0,,USA,USD,3.0,True,
