,dateSold,propertyType,lotAreaValue,address,daysOnZillow,price,listingDateTime,longitude,latitude,contingentListingType,listingStatus,zpid,imgSrc,livingArea,bathrooms,lotAreaUnit,country,currency,bedrooms,hasImage,listingSubType
15,,APARTMENT,,"626 W Barry Ave #B626-N3, Chicago, IL 60657",-1.0,1550.0,,-87.645424,41.93862,,FOR_RENT,2064152415,https://photos.zillowstatic.com/fp/7922df418f8489466f4db247cf095a39-p_e.jpg,,1.0,,USA,USD,1.0,True,
16,,,,"627 W Oakdale Ave, Chicago, IL",,,,,,,,41.93541--87.64552,https://photos.zillowstatic.com/fp/5ec814d84b3a8073d7af23eb4aeab4ad-p_e.jpg,,,,,,,True,
17,,APARTMENT,,"510 W Briar Pl #510304, Chicago, IL 60657",-1.0,1495.0,,-87.64242,41.93895,,FOR_RENT,2085974598,https://photos.zillowstatic.com/fp/cc7d45c4a216a49277318292decef4c6-p_e.jpg,,1.0,,USA,USD,1.0,True,
18,,,,"626 W Cornelia Ave, Chicago, IL",,,,,,,,41.946224--87.64577,https://photos.zillowstatic.com/fp/77df13da5c9f1dc06e2bde8e64678e5a-p_e.jpg,,,,,,,True,
19,,APARTMENT,,"1448 W Byron St APT 2, Chicago, IL 60613",-1.0,2395.0,,-87.66608,41.952538,,FOR_RENT,2110747610,https://photos.zillowstatic.com/fp/dc4efe4a7fda8c036d4d0f85407de817-p_e.jpg,1000.0,1.0,,USA,USD,2.0,True,
20,,APARTMENT,,"2106 W Ainslie St #N1, Chicago, IL 60625",-1.0,1395.0,,-87.682,41.970524,,FOR_RENT,2064152426,https://photos.zillowstatic.com/fp/d17df7ebc32d541693627ac8de078679-p_e.jpg,,1.0,,USA,USD,1.0,True,
21,,,,"1347 N Dearborn St, Chicago, IL",,,,,,,,41.90721--87.62966,https://photos.zillowstatic.com/fp/cbe3a525604f31bcca779d48e58c30f6-p_e.jpg,,,,,,,True,
22,,APARTMENT,,"748 W Addison St #N1, Chicago, IL 60613",-1.0,1995.0,,-87.649,41.94777,,FOR_RENT,2064152419,https://photos.zillowstatic.com/fp/0149f895da82dca9b302727aab45c373-p_e.jpg,,1.0,,USA,USD,1.0,True,
23,,APARTMENT,,"2100 W Ainslie St #W1, Chicago, IL 60625",-1.0,1395.0,,-87.682045,41.970776,,FOR_RENT,2077842984,https://photos.zillowstatic.com/fp/4f4660f97e45d01dc0574173c704e4db-p_e.jpg,,1.0,,USA,USD,0.0,True,
24,,APARTMENT,,"1446 W Byron St #3, Chicago, IL 60613",-1.0,1595.0,,-87.66602,41.952538,,FOR_RENT,2115399844,https://photos.zillowstatic.com/fp/7e9c5af11aa754219f73dd7767af528a-p_e.jpg,800.0,1.0,,USA,USD,1.0,True,
25,,APARTMENT,,"2203 W Eastwood Ave #1NW, Chicago, IL 60625",-1.0,1495.0,,-87.68404,41.965946,,FOR_RENT,2092988618,https://photos.zillowstatic.com/fp/176d2594b1e4a50c6102debb66d5def6-p_e.jpg,500.0,1.0,,USA,USD,0.0,True,
26,,APARTMENT,,"955 W Cornelia Ave APT 3C, Chicago, IL 60657",-1.0,1450.0,,-87.65357,41.945427,,FOR_RENT,2101432015,https://photos.zillowstatic.com/fp/044dc5b26f6b57e751bf1b8d258f2f80-p_e.jpg,800.0,1.0,,USA,USD,1.0,True,
27,,APARTMENT,,"1450 W Byron St APT 1, Chicago, IL 60613",-1.0,2295.0,,-87.66613,41.952538,,FOR_RENT,2096787240,https://photos.zillowstatic.com/fp/61c0b966ee1bcb041fe39fe86420d8d7-p_e.jpg,700.0,1.0,,USA,USD,2.0,True,
28,,APARTMENT,,"1200 W Wellington Ave #12002, Chicago, IL 60657",-1.0,1695.0,,-87.659065,41.93648,,FOR_RENT,2064152422,https://photos.zillowstatic.com/fp/d609b0545846fca2dbd2e32ab7b959ee-p_e.jpg,,1.0,,USA,USD,1.0,True,
29,,,,"1117 W Oakdale Ave, Chicago, IL",,,,,,,,41.93493--87.657135,https://photos.zillowstatic.com/fp/6ef51eb33e658e1f56fa379cb30d5300-p_e.jpg,,,,,,,True,
30,,,,"1050 W George St, Chicago, IL",,,,,,,,41.93471--87.65593,https://photos.zillowstatic.com/fp/090c3e3e80250bb40c1c8787e5630fb6-p_e.jpg,,,,,,,True,
31,,APARTMENT,,"520 N May St APT 2, Chicago, IL 60642",-1.0,2100.0,,-87.65614,41.891777,,FOR_RENT,2079677294,https://photos.zillowstatic.com/fp/2ea8f5402cf8ff7e48a97da273a1ddfd-p_e.jpg,950.0,1.0,,USA,USD,2.0,True,
32,,APARTMENT,,"531 N Ashland Ave #2R, Chicago, IL 60642",-1.0,1700.0,,-87.66686,41.89198,,FOR_RENT,2071732890,https://photos.zillowstatic.com/fp/8e8e82033e8f7d8800650e4a69673513-p_e.jpg,850.0,1.0,,USA,USD,2.0,True,
33,,APARTMENT,,"10922 S Vernon Ave APT 3W, Chicago, IL 60628",-1.0,825.0,,-87.612755,41.695644,,FOR_RENT,2109438397,https://photos.zillowstatic.com/fp/de6b56ddeb0dea4b87640b9ab7f5bfd7-p_e.jpg,,1.0,,USA,USD,1.0,True,
34,,APARTMENT,,"2642 N Marshfield Avenue, 2642 N Marshfield Ave #2F, Chicago, IL 60614",-1.0,2280.0,,-87.66986,41.930023,,FOR_RENT,2102743427,https://photos.zillowstatic.com/fp/03bdfcbe0080153dc4f701e29654f882-p_e.jpg,1000.0,1.0,,USA,USD,2.0,True,
35,,APARTMENT,,"2855 W Grace St #1E, Chicago, IL 60618",-1.0,1600.0,,-87.70028,41.950195,,FOR_RENT,2077887855,https://photos.zillowstatic.com/fp/b2ec004d2edacc46897ee650f0509cbe-p_e.jpg,1000.0,1.0,,USA,USD,2.0,True,
36,,APARTMENT,,"4652 N. Sheridan Rd., 4652 N Sheridan Rd #1, Chicago, IL 60640",-1.0,1650.0,,-87.65522,41.966972,,FOR_RENT,2071454468,https://photos.zillowstatic.com/fp/8a462ec3f4b239d34c4549bf12103c17-p_e.jpg,,1.5,,USA,USD,2.0,True,
37,,APARTMENT,,"3118 N Greenview Ave #402, Chicago, IL 60657",-1.0,3400.0,,-87.66618,41.938324,,FOR_RENT,2064153158,https://photos.zillowstatic.com/fp/affa2797d467bcd47086ba6a380b5f62-p_e.jpg,950.0,2.0,,USA,USD,2.0,True,
38,,APARTMENT,,"1447-57 W. Cornelia Ave., 1447 W Cornelia Ave #1449-2, Chicago, IL 60657",-1.0,1895.0,,-87.66599,41.945072,,FOR_RENT,2079060178,https://photos.zillowstatic.com/fp/648cd70e553bea3bdf744df07d6ace98-p_e.jpg,868.0,1.0,,USA,USD,2.0,True,
39,,,,"619 S La Salle St, Chicago, IL",,,,,,,,41.87398--87.63136,https://photos.zillowstatic.com/fp/32a80a0dc1aa24ced48636779fd94108-p_e.jpg,,,,,,,True,
