,dateSold,propertyType,lotAreaValue,address,daysOnZillow,price,listingDateTime,longitude,latitude,contingentListingType,listingStatus,zpid,listingSubType,imgSrc,livingArea,bathrooms,lotAreaUnit,country,currency,bedrooms,hasImage
0,,,,"2900 N Damen Ave, Chicago, IL",,,,,,,,41.9344--87.67847,,https://photos.zillowstatic.com/fp/a0d8b67e6cdf32f4fc075c8714ab4f68-p_e.jpg,,,,,,,True
1,,,,"510 W Belmont Ave, Chicago, IL",,,,,,,,41.940403--87.64274,,https://photos.zillowstatic.com/fp/d17ea8bd90b3bf6fb45146b73838c638-p_e.jpg,,,,,,,True
2,,,,"1350 E 53rd St, Chicago, IL",,,,,,,,41.7998--87.5929,,https://photos.zillowstatic.com/fp/5f7003fdceb24d3452f3a1eee211b2bd-p_e.jpg,,,,,,,True
3,,,,"25 W Randolph St, Chicago, IL",,,,,,,,41.883717--87.62866,,https://photos.zillowstatic.com/fp/473549aabc6f58362f60b71f09798d46-p_e.jpg,,,,,,,True
4,,,,"5401-5415 S University Ave, Chicago, IL",,,,,,,,41.79777--87.59777,,https://photos.zillowstatic.com/fp/920ef679c70555f0fbc59ba84431d69d-p_e.jpg,,,,,,,True
5,,APARTMENT,,"5325 S. Hyde Park Boulevard, 5325 S Hyde Park Blvd APT 3E, Chicago, IL 60615",-1.0,1420.0,,-87.58363,41.798805,,FOR_RENT,2093124390,,https://photos.zillowstatic.com/fp/888b95fc4054aaf1353b2c5187cf5d3f-p_e.jpg,601.0,1.0,,USA,USD,1.0,True
6,,,,"169 W Huron St, Chicago, IL",,,,,,,,41.894794--87.633705,,https://photos.zillowstatic.com/fp/6d022c469be9504ab576988bee74809a-p_e.jpg,,,,,,,True
7,,,,"5252 S Cornell Ave, Chicago, IL",,,,,,,,41.80031--87.58595,,https://photos.zillowstatic.com/fp/daca2fb464cbd9bd6d1e72ece203c1c0-p_e.jpg,,,,,,,True
8,,,,"200 E Chestnut St, Chicago, IL",,,,,,,,41.89871--87.62142,,https://photos.zillowstatic.com/fp/96228f7b61b1883158ca7cf726a46197-p_e.jpg,,,,,,,True
9,,,,"220 W Illinois St, Chicago, IL",,,,,,,,41.890976--87.63526,,https://photos.zillowstatic.com/fp/300aadcba35ca4a34d85a43035b7524d-p_e.jpg,,,,,,,True
10,,APARTMENT,,"5468-70 S. Hyde Park Boulevard, 5468-70 S Hyde Park Blvd #5468-2, Chicago, IL 60615",-1.0,2955.0,,-87.5844,41.79612,,FOR_RENT,2064282042,,https://photos.zillowstatic.com/fp/cd969eaf993fbd1eaec8a2468e49adeb-p_e.jpg,1846.0,2.0,,USA,USD,4.0,True
11,,APARTMENT,,"4707 N Albany Ave UNIT 3, Chicago, IL 60625",-1.0,2100.0,,-87.705696,41.966938,,FOR_RENT,2082708516,,https://photos.zillowstatic.com/fp/17aa8d054c3e78347b86b0d9546bfbd8-p_e.jpg,900.0,1.0,,USA,USD,3.0,True
12,,,,"2480 N Milwaukee Ave, Chicago, IL",,,,,,,,41.926315--87.70341,,https://photos.zillowstatic.com/fp/b47a22e27e741f163bade23eb1f71dd2-p_e.jpg,,,,,,,True
13,,,,"1414 N Noble St, Chicago, IL",,,,,,,,41.907543--87.66302,,https://photos.zillowstatic.com/fp/6950df8132f8d6be0d4f6b9b38870204-p_e.jpg,,,,,,,True
14,,APARTMENT,,"3211 W Pierce Ave #1, Chicago, IL 60651",-1.0,1450.0,,-87.70743,41.90905,,FOR_RENT,2071939594,,https://photos.zillowstatic.com/fp/e902ec8bd17b4a31e86a2bb11ff1a22a-p_e.jpg,814.0,1.0,,USA,USD,2.0,True
15,,,,"660 W Barry Ave, Chicago, IL",,,,,,,,41.938187--87.646736,,https://photos.zillowstatic.com/fp/5457b26065f7098f6e56101e97de94ce-p_e.jpg,,,,,,,True
16,,,,"5906 N Sheridan Rd, Chicago, IL",,,,,,,,41.98939--87.655785,,https://photos.zillowstatic.com/fp/0ffb929c0ba66ceddd42bd8943cd3632-p_e.jpg,,,,,,,True
17,,,,"1627 N Humboldt Blvd, Chicago, IL",,,,,,,,41.911057--87.70116,,https://photos.zillowstatic.com/fp/3be260f356f2863027a6bd21fdad42e9-p_e.jpg,,,,,,,True
18,,APARTMENT,,"706 W Barry Ave APT 3A, Chicago, IL 60657",-1.0,1700.0,,-87.64708,41.93817,,FOR_RENT,2109012352,,https://photos.zillowstatic.com/fp/6135cdd19e1dd034389bf051de787778-p_e.jpg,720.0,1.0,,USA,USD,1.0,True
19,,APARTMENT,,"The Erikson, 3728 N Lake Shore Dr #201, Chicago, IL 60613",-1.0,3600.0,,-87.64533,41.951298,,FOR_RENT,2064329771,,https://photos.zillowstatic.com/fp/700568b52aaea82262cd6da8f479e0d0-p_e.jpg,1013.0,2.0,,USA,USD,2.0,True
20,,,,"63 E Lake St, Chicago, IL",,,,,,,,41.88563--87.62578,,https://photos.zillowstatic.com/fp/ae9d25a298149f5fed400f4407f09f2f-p_e.jpg,,,,,,,True
21,,,,"4630-4632 N Beacon St, Chicago, IL",,,,,,,,41.962296--87.66373,,https://photos.zillowstatic.com/fp/46dcbe060c3ac86c1540655da6e2e28b-p_e.jpg,,,,,,,True
22,,APARTMENT,,"4305 N Damen Ave #1E, Chicago, IL 60618",-1.0,1425.0,,-87.6785,41.95987,,FOR_RENT,2064124359,,https://photos.zillowstatic.com/fp/d8d344815f3f340b14d3872304ed91af-p_e.jpg,715.0,1.0,,USA,USD,1.0,True
23,,APARTMENT,0.28516988062443,"3003 W Gunnison St APT 2N, Chicago, IL 60625",-1.0,1295.0,,-87.7039,41.96914,,FOR_RENT,89956026,,https://photos.zillowstatic.com/fp/409f57622bfdfafe2477c97531862225-p_e.jpg,,1.0,acres,USA,USD,1.0,True
24,,,,"4875 N Magnolia Ave, Chicago, IL",,,,,,,,41.971233--87.66075,,https://photos.zillowstatic.com/fp/510dfb52aac02f5e5cda76c7b4b72cc2-p_e.jpg,,,,,,,True
25,,APARTMENT,,"5335-5337 S. Woodlawn Avenue, 5335 S Woodlawn Ave #5337-2, Chicago, IL 60615",-1.0,3280.0,,-87.596176,41.79842,,FOR_RENT,2070194982,,https://photos.zillowstatic.com/fp/505c5d8b42766ca45f3c5551e0665642-p_e.jpg,1516.0,2.0,,USA,USD,4.0,True
26,,APARTMENT,,"1819 Lofts, 1819 W Division St, Chicago, IL 60622",-1.0,2340.0,,-87.673096,41.90294,,FOR_RENT,2066753502,,https://photos.zillowstatic.com/fp/e0d60ac9e976ddc34dfdeff0b31e07e2-p_e.jpg,797.0,1.0,,USA,USD,1.0,True
